#Ellogon: Document File
# This is an Auto-generated File. Please DO NOT EDIT.
# Ellogon CDM version 1.0 - August 1999 - September 2002
#  This file is used by the "Ellogon" Text Engineering Platform,
#  and contains an "Ellogon" CDM Document specification...
#  File Encoding: utf-8
Encoding::utf-8
FileFormat::5
Translation::crlf
ExternalID::/home/petasis/stasinos/articles/1187.avgi.html.txt
ID::1187.avgi.html.txt
AnnotationMaxID::828
Attributes::22
Intellitech_NERC_QuickDomain {GDM_STRING {}}
Intellitech_NERC_Filter {GDM_STRING {}}
language_greek {GDM_STRING {}}
Intellitech_NERC_TagWithGrammar {GDM_STRING {}}
Gazetteer {GDM_STRING {}}
HTokenizer {GDM_STRING {}}
language {GDM_STRING hellenic}
newspaper {GDM_STRING www.avgi.gr}
Intellitech_NERC_Descriptors {GDM_STRING {}}
CRF_Tag {GDM_STRING {}}
Intellitech_NERC_FlattenOverlappingNEs {GDM_STRING {}}
domain {GDM_STRING telecommunications}
Intellitech_NERC_Dissambiguator {GDM_STRING {}}
Intellitech_NERC_FilterWithContext {GDM_STRING {}}
title {GDM_STRING {Αντιμετωπίζουν το νέφος με συστάσεις για τα τζάκια}}
555 token {{3311 3316}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNSN}}}
556 token {{3317 3320}} {{type {GDM_STRING GLW}} {pos {GDM_STRING CC}}}
557 token {{3321 3323}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
558 token {{3324 3329}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSN}}}
559 token {{3330 3336}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNSN}}}
560 token {{3336 3337}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING ,}}}
561 token {{3338 3339}} {{type {GDM_STRING APOSTR}} {pos {GDM_STRING (}}}
562 token {{3339 3342}} {{type {GDM_STRING GLW}} {pos {GDM_STRING WP}}}
563 token {{3343 3347}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJN}}}
564 token {{3348 3353}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VB}}}
565 token {{3354 3364}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VBS}}}
566 token {{3365 3369}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
567 token {{3370 3381}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSM}}}
568 token {{3382 3388}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNSM}}}
569 token {{3389 3392}} {{type {GDM_STRING GLW}} {pos {GDM_STRING CC}}}
570 token {{3393 3395}} {{type {GDM_STRING GLW}} {pos {GDM_STRING RP}}}
571 token {{3396 3407}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VBS}}}
572 token {{3408 3412}} {{type {GDM_STRING GLW}} {pos {GDM_STRING INP}}}
573 token {{3413 3419}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJF}}}
574 token {{3420 3428}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJF}}}
575 token {{3429 3442}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
576 token {{3442 3443}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING ,}}}
577 token {{3444 3449}} {{type {GDM_STRING GLW}} {pos {GDM_STRING CC}}}
578 token {{3449 3450}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING ,}}}
579 token {{3451 3455}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
580 token {{3456 3459}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
581 token {{3460 3471}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJF}}}
582 token {{3472 3482}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
583 token {{3483 3486}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
584 token {{3487 3491}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNN}}}
585 token {{3492 3498}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNN}}}
586 token {{3499 3506}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNN}}}
587 token {{3506 3507}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING ,}}}
588 token {{3508 3513}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VBS}}}
589 token {{3514 3525}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSF}}}
590 token {{3526 3533}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNSF}}}
591 token {{3534 3545}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
592 token {{3546 3554}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNN}}}
593 token {{3555 3558}} {{type {GDM_STRING GLW}} {pos {GDM_STRING CC}}}
594 token {{3559 3560}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
595 token {{3561 3567}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
596 token {{3568 3572}} {{type {GDM_STRING GLW}} {pos {GDM_STRING PP}}}
597 token {{3573 3575}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
598 token {{3576 3588}} {{type {GDM_STRING GLW}} {pos {GDM_STRING WP}}}
599 token {{3589 3593}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNM}}}
600 token {{3594 3599}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VB}}}
601 token {{3600 3610}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJF}}}
602 token {{3610 3611}} {{type {GDM_STRING APOSTR}} {pos {GDM_STRING )}}}
603 token {{3611 3612}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING .}}}
604 sentence {{3061 3612}} {{constituents {GDM_STRING_SET {516 517 518 519 520 521 522 523 524 525 526 527 528 529 530 531 532 533 534 535 536 537 538 539 540 541 542 543 544 545 546 547 548 549 550 551 552 553 554 555 556 557 558 559 560 561 562 563 564 565 566 567 568 569 570 571 572 573 574 575 576 577 578 579 580 581 582 583 584 585 586 587 588 589 590 591 592 593 594 595 596 597 598 599 600 601 602 603}}}}
605 token {{3613 3624}} {{type {GDM_STRING GFW}} {pos {GDM_STRING VB}}}
606 token {{3625 3631}} {{type {GDM_STRING GLW}} {pos {GDM_STRING RB}}}
607 token {{3632 3635}} {{type {GDM_STRING GLW}} {pos {GDM_STRING CC}}}
608 token {{3636 3637}} {{type {GDM_STRING APOSTR}} {pos {GDM_STRING (}}}
609 token {{3637 3639}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
610 token {{3640 3648}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSM}}}
611 token {{3649 3652}} {{type {GDM_STRING GLW}} {pos {GDM_STRING WP}}}
612 token {{3653 3660}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VBS}}}
613 token {{3661 3664}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
614 token {{3665 3678}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSN}}}
615 token {{3679 3682}} {{type {GDM_STRING GLW}} {pos {GDM_STRING CC}}}
616 token {{3683 3695}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSN}}}
617 token {{3696 3704}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNSN}}}
618 token {{3705 3711}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VB}}}
619 token {{3712 3714}} {{type {GDM_STRING GLW}} {pos {GDM_STRING RP}}}
620 token {{3715 3725}} {{type {GDM_STRING GLW}} {pos {GDM_STRING VBS}}}
621 token {{3726 3728}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
622 token {{3729 3735}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJF}}}
623 token {{3736 3741}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJF}}}
624 token {{3742 3755}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
625 token {{3755 3756}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING ,}}}
626 token {{3757 3761}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
627 token {{3762 3765}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
628 token {{3766 3772}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
629 token {{3773 3776}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
630 token {{3777 3785}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
631 token {{3786 3789}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
632 token {{3790 3802}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNF}}}
633 token {{3803 3805}} {{type {GDM_STRING GLW}} {pos {GDM_STRING IN}}}
634 token {{3806 3810}} {{type {GDM_STRING GLW}} {pos {GDM_STRING DDT}}}
635 token {{3811 3821}} {{type {GDM_STRING GLW}} {pos {GDM_STRING JJSM}}}
636 token {{3822 3830}} {{type {GDM_STRING GLW}} {pos {GDM_STRING NNSM}}}
637 token {{3831 3835}} {{type {GDM_STRING GLW}} {pos {GDM_STRING PP}}}
638 token {{3835 3836}} {{type {GDM_STRING APOSTR}} {pos {GDM_STRING )}}}
639 token {{3836 3837}} {{type {GDM_STRING PUNC}} {pos {GDM_STRING .}}}
640 sentence {{3613 3837}} {{constituents {GDM_STRING_SET {605 606 607 608 609 610 611 612 613 614 615 616 617 618 619 620 621 622 623 624 625 626 627 628 629 630 631 632 633 634 635 636 637 638 639}}}}
641 ne {{2030 2047}} {{type {GDM_STRING person}} {s {GDM_STRING g}}}
642 ne {{508 513}} {{type {GDM_STRING {location.city location.suburb}}} {id {GDM_STRING {2310 2310}}} {s {GDM_STRING w}}}
643 ne {{860 867}} {{type {GDM_STRING organisation.company}} {id {GDM_STRING 11170}} {s {GDM_STRING w}}}
644 ne {{1809 1816}} {{type {GDM_STRING organisation.company}} {id {GDM_STRING 11170}} {s {GDM_STRING w}}}
645 ne {{1748 1758}} {{type {GDM_STRING {organisation.government person.athlete person.politician person.scientist}}} {id {GDM_STRING {524465 21161 524465 524465}}} {s {GDM_STRING w}}}
646 ne {{2338 2352}} {{type {GDM_STRING person.politician}} {id {GDM_STRING 25066}} {s {GDM_STRING w}}}
647 ne {{3134 3158}} {{type {GDM_STRING organisation.association}} {id {GDM_STRING 474607}} {s {GDM_STRING w}}}
648 ne {{3242 3270}} {{type {GDM_STRING organisation.organisation}} {id {GDM_STRING 13307}} {s {GDM_STRING w}}}
649 argument+polarity {{719 753} {630 711} {497 502} {121 132}} {{argument {CDM_SPAN {719 753}}} {claim {CDM_SPAN {630 711}}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {polarity {GDM_STRING 0}} {entity1 {CDM_SPAN {497 502}}} {entity2 {CDM_SPAN {121 132}}} {modified_by_user {GDM_STRING imktks@188.4.190.135}}}
650 argument+polarity {{3451 3610} {3284 3442} {3134 3158} {121 132}} {{argument {CDM_SPAN {3451 3610}}} {claim {CDM_SPAN {3284 3442}}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {polarity {GDM_STRING 0}} {entity1 {CDM_SPAN {3134 3158}}} {entity2 {CDM_SPAN {121 132}}} {modified_by_user {GDM_STRING imktks@188.4.190.135}}}
651 support_manual {{719 753}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
652 segment {{719 753}} {{type {GDM_STRING support}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 651}}}
653 claim_manual {{630 711}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
654 segment {{630 711}} {{type {GDM_STRING claim}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 653}}}
655 entity_manual {{497 502}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
656 segment {{497 502}} {{type {GDM_STRING entity1}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 655}}}
657 entity_manual {{121 132}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
658 segment {{121 132}} {{type {GDM_STRING entity2}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 657}}}
659 argument_manual {{719 753} {630 711} {497 502} {121 132}} {{argument {GDM_STRING 651}} {argument_txt {GDM_STRING {αφορά καταστάσεις πλήρους ασφυξίας}}} {claim {GDM_STRING 653}} {claim_txt {GDM_STRING {ποσοστό τριπλάσιο του ορίου ασφαλείας το οποίο καταγράφεται λίγες φορές τον χρόνο}}} {entity1 {GDM_STRING 655}} {entity1_txt {GDM_STRING ΥΠΕΚΑ}} {entity2 {GDM_STRING 657}} {entity2_txt {GDM_STRING αιθαλομίχλη}} {entity3 {GDM_STRING {}}} {entity3_txt {GDM_STRING {}}}}
660 support_manual {{3451 3610}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
661 segment {{3451 3610}} {{type {GDM_STRING support}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 660}}}
662 claim_manual {{3284 3442}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
663 segment {{3284 3442}} {{type {GDM_STRING claim}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 662}}}
664 entity_manual {{3134 3158}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
665 segment {{3134 3158}} {{type {GDM_STRING entity1}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 664}}}
666 entity_manual {{121 132}} {{modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}}}
667 segment {{121 132}} {{type {GDM_STRING entity2}} {modelid {GDM_STRING {977 Pol {Irss 2014 Pol}}}} {constituents {GDM_STRING_SET 666}}}
668 argument_manual {{3451 3610} {3284 3442} {3134 3158} {121 132}} {{argument {GDM_STRING 660}} {argument_txt {GDM_STRING {λόγω της μεγαλύτερης επιφάνειας ανά κιλό βάρους σώματος, έχουν μεγαλύτερες ανάγκες κατανάλωσης οξυγόνου και η έκθεσή τους σε οποιονδήποτε ρύπο είναι μεγαλύτερη}}} {claim {GDM_STRING 662}} {claim_txt {GDM_STRING {ιδιαίτερα ευάλωτη ομάδα τα βρέφη και τα μικρά παιδιά, "που καλό είναι αποφεύγουν τους εξωτερικούς χώρους και να περιορίζουν κάθε έντονη σωματική δραστηριότητα}}} {entity1 {GDM_STRING 664}} {entity1_txt {GDM_STRING {Ιατρικός Σύλλογος Αθηνών}}} {entity2 {GDM_STRING 666}} {entity2_txt {GDM_STRING αιθαλομίχλη}} {entity3 {GDM_STRING {}}} {entity3_txt {GDM_STRING {}}}}
669 lookup {{0 2}} {{type {GDM_STRING cue}}}
670 lookup {{17 20}} {{type {GDM_STRING cue}}}
671 lookup {{59 60}} {{type {GDM_STRING cue}}}
672 lookup {{110 111}} {{type {GDM_STRING cue}}}
673 lookup {{133 136}} {{type {GDM_STRING cue}}}
674 lookup {{137 139}} {{type {GDM_STRING cue}}}
675 lookup {{155 158}} {{type {GDM_STRING cue}}}
676 lookup {{166 169}} {{type {GDM_STRING cue}}}
677 lookup {{181 184}} {{type {GDM_STRING cue}}}
678 lookup {{201 204}} {{type {GDM_STRING cue}}}
679 lookup {{236 237}} {{type {GDM_STRING cue}}}
680 lookup {{260 262}} {{type {GDM_STRING cue}}}
681 lookup {{284 287}} {{type {GDM_STRING cue}}}
682 lookup {{324 328}} {{type {GDM_STRING cue}}}
683 lookup {{345 349}} {{type {GDM_STRING cue}}}
684 lookup {{365 368}} {{type {GDM_STRING cue}}}
685 lookup {{369 376}} {{type {GDM_STRING cue}}}
686 lookup {{377 379}} {{type {GDM_STRING cue}}}
687 lookup {{409 412}} {{type {GDM_STRING cue}}}
688 lookup {{413 416}} {{type {GDM_STRING cue}}}
689 lookup {{440 443}} {{type {GDM_STRING cue}}}
690 lookup {{444 446}} {{type {GDM_STRING cue}}}
691 lookup {{459 462}} {{type {GDM_STRING cue}}}
692 lookup {{463 465}} {{type {GDM_STRING cue}}}
693 lookup {{482 484}} {{type {GDM_STRING cue}}}
694 lookup {{514 517}} {{type {GDM_STRING cue}}}
695 lookup {{522 526}} {{type {GDM_STRING cue}}}
696 lookup {{568 572}} {{type {GDM_STRING cue}}}
697 lookup {{668 670}} {{type {GDM_STRING cue}}}
698 lookup {{696 701}} {{type {GDM_STRING cue}}}
699 lookup {{713 718}} {{type {GDM_STRING cue}}}
700 lookup {{755 758}} {{type {GDM_STRING cue}}}
701 lookup {{778 781}} {{type {GDM_STRING cue}}}
702 lookup {{782 784}} {{type {GDM_STRING cue}}}
703 lookup {{805 806}} {{type {GDM_STRING cue}}}
704 lookup {{886 888}} {{type {GDM_STRING cue}}}
705 lookup {{908 911}} {{type {GDM_STRING cue}}}
706 lookup {{912 915}} {{type {GDM_STRING cue}}}
707 lookup {{933 936}} {{type {GDM_STRING cue}}}
708 lookup {{937 940}} {{type {GDM_STRING cue}}}
709 lookup {{967 970}} {{type {GDM_STRING cue}}}
710 lookup {{971 973}} {{type {GDM_STRING cue}}}
711 lookup {{999 1000}} {{type {GDM_STRING cue}}}
712 lookup {{1104 1107}} {{type {GDM_STRING cue}}}
713 lookup {{1117 1119}} {{type {GDM_STRING cue}}}
714 lookup {{1139 1142}} {{type {GDM_STRING cue}}}
715 lookup {{1143 1145}} {{type {GDM_STRING cue}}}
716 lookup {{1169 1171}} {{type {GDM_STRING cue}}}
717 lookup {{1181 1183}} {{type {GDM_STRING cue}}}
718 lookup {{1247 1250}} {{type {GDM_STRING cue}}}
719 lookup {{1269 1272}} {{type {GDM_STRING cue}}}
720 lookup {{1337 1340}} {{type {GDM_STRING cue}}}
721 lookup {{1362 1365}} {{type {GDM_STRING cue}}}
722 lookup {{1399 1401}} {{type {GDM_STRING cue}}}
723 lookup {{1423 1425}} {{type {GDM_STRING cue}}}
724 lookup {{1487 1490}} {{type {GDM_STRING cue}}}
725 lookup {{1512 1516}} {{type {GDM_STRING cue}}}
726 lookup {{1522 1528}} {{type {GDM_STRING cue}}}
727 lookup {{1553 1556}} {{type {GDM_STRING cue}}}
728 lookup {{1600 1603}} {{type {GDM_STRING cue}}}
729 lookup {{1609 1611}} {{type {GDM_STRING cue}}}
730 lookup {{1635 1638}} {{type {GDM_STRING cue}}}
731 lookup {{1639 1641}} {{type {GDM_STRING cue}}}
732 lookup {{1652 1656}} {{type {GDM_STRING cue}}}
733 lookup {{1657 1666}} {{type {GDM_STRING cue}}}
734 lookup {{1668 1670}} {{type {GDM_STRING cue}}}
735 lookup {{1680 1683}} {{type {GDM_STRING cue}}}
736 lookup {{1709 1711}} {{type {GDM_STRING cue}}}
737 lookup {{1817 1819}} {{type {GDM_STRING cue}}}
738 lookup {{1839 1842}} {{type {GDM_STRING cue}}}
739 lookup {{1866 1869}} {{type {GDM_STRING cue}}}
740 lookup {{1870 1873}} {{type {GDM_STRING cue}}}
741 lookup {{1900 1911}} {{type {GDM_STRING cue}}}
742 lookup {{1964 1967}} {{type {GDM_STRING cue}}}
743 lookup {{1975 1978}} {{type {GDM_STRING cue}}}
744 lookup {{1987 1992}} {{type {GDM_STRING cue}}}
745 lookup {{1994 1996}} {{type {GDM_STRING cue}}}
746 lookup {{2096 2098}} {{type {GDM_STRING cue}}}
747 lookup {{2132 2134}} {{type {GDM_STRING cue}}}
748 lookup {{2141 2143}} {{type {GDM_STRING cue}}}
749 lookup {{2170 2172}} {{type {GDM_STRING cue}}}
750 lookup {{2185 2188}} {{type {GDM_STRING cue}}}
751 lookup {{2189 2192}} {{type {GDM_STRING cue}}}
752 lookup {{2224 2227}} {{type {GDM_STRING cue}}}
753 lookup {{2235 2238}} {{type {GDM_STRING cue}}}
754 lookup {{2239 2242}} {{type {GDM_STRING cue}}}
755 lookup {{2277 2281}} {{type {GDM_STRING cue}}}
756 lookup {{2303 2307}} {{type {GDM_STRING cue}}}
757 lookup {{2308 2311}} {{type {GDM_STRING cue}}}
758 lookup {{2354 2358}} {{type {GDM_STRING cue}}}
759 lookup {{2359 2361}} {{type {GDM_STRING cue}}}
760 lookup {{2389 2392}} {{type {GDM_STRING cue}}}
761 lookup {{2465 2471}} {{type {GDM_STRING cue}}}
762 lookup {{2472 2474}} {{type {GDM_STRING cue}}}
763 lookup {{2493 2498}} {{type {GDM_STRING cue}}}
764 lookup {{2509 2512}} {{type {GDM_STRING cue}}}
765 lookup {{2529 2532}} {{type {GDM_STRING cue}}}
766 lookup {{2537 2538}} {{type {GDM_STRING cue}}}
767 lookup {{2543 2546}} {{type {GDM_STRING cue}}}
768 lookup {{2615 2618}} {{type {GDM_STRING cue}}}
769 lookup {{2619 2622}} {{type {GDM_STRING cue}}}
770 lookup {{2637 2650}} {{type {GDM_STRING cue}}}
771 lookup {{2670 2672}} {{type {GDM_STRING cue}}}
772 lookup {{2682 2683}} {{type {GDM_STRING cue}}}
773 lookup {{2692 2697}} {{type {GDM_STRING cue}}}
774 lookup {{2698 2700}} {{type {GDM_STRING cue}}}
775 lookup {{2701 2706}} {{type {GDM_STRING cue}}}
776 lookup {{2713 2717}} {{type {GDM_STRING cue}}}
777 lookup {{2718 2722}} {{type {GDM_STRING cue}}}
778 lookup {{2748 2751}} {{type {GDM_STRING cue}}}
779 lookup {{2760 2764}} {{type {GDM_STRING cue}}}
780 lookup {{2766 2768}} {{type {GDM_STRING cue}}}
781 lookup {{2786 2789}} {{type {GDM_STRING cue}}}
782 lookup {{2809 2812}} {{type {GDM_STRING cue}}}
783 lookup {{2827 2830}} {{type {GDM_STRING cue}}}
784 lookup {{2838 2841}} {{type {GDM_STRING cue}}}
785 lookup {{2850 2853}} {{type {GDM_STRING cue}}}
786 lookup {{2854 2857}} {{type {GDM_STRING cue}}}
787 lookup {{2863 2867}} {{type {GDM_STRING cue}}}
788 lookup {{2888 2891}} {{type {GDM_STRING cue}}}
789 lookup {{2900 2902}} {{type {GDM_STRING cue}}}
790 lookup {{2915 2918}} {{type {GDM_STRING cue}}}
791 lookup {{2928 2931}} {{type {GDM_STRING cue}}}
792 lookup {{2968 2970}} {{type {GDM_STRING cue}}}
793 lookup {{3011 3015}} {{type {GDM_STRING cue}}}
794 lookup {{3019 3022}} {{type {GDM_STRING cue}}}
795 lookup {{3046 3047}} {{type {GDM_STRING cue}}}
796 lookup {{3092 3094}} {{type {GDM_STRING cue}}}
797 lookup {{3105 3108}} {{type {GDM_STRING cue}}}
798 lookup {{3165 3168}} {{type {GDM_STRING cue}}}
799 lookup {{3220 3223}} {{type {GDM_STRING cue}}}
800 lookup {{3236 3239}} {{type {GDM_STRING cue}}}
801 lookup {{3317 3320}} {{type {GDM_STRING cue}}}
802 lookup {{3339 3342}} {{type {GDM_STRING cue}}}
803 lookup {{3348 3353}} {{type {GDM_STRING cue}}}
804 lookup {{3389 3392}} {{type {GDM_STRING cue}}}
805 lookup {{3444 3449}} {{type {GDM_STRING cue}}}
806 lookup {{3555 3558}} {{type {GDM_STRING cue}}}
807 lookup {{3559 3560}} {{type {GDM_STRING cue}}}
808 lookup {{3573 3575}} {{type {GDM_STRING cue}}}
809 lookup {{3594 3599}} {{type {GDM_STRING cue}}}
810 lookup {{3625 3631}} {{type {GDM_STRING cue}}}
811 lookup {{3632 3635}} {{type {GDM_STRING cue}}}
812 lookup {{3649 3652}} {{type {GDM_STRING cue}}}
813 lookup {{3661 3664}} {{type {GDM_STRING cue}}}
814 lookup {{3679 3682}} {{type {GDM_STRING cue}}}
815 lookup {{3705 3711}} {{type {GDM_STRING cue}}}
816 lookup {{3726 3728}} {{type {GDM_STRING cue}}}
817 lookup {{3757 3761}} {{type {GDM_STRING cue}}}
818 lookup {{3762 3765}} {{type {GDM_STRING cue}}}
819 lookup {{3803 3805}} {{type {GDM_STRING cue}}}
820 lookup {{1090 1092}} {{type {GDM_STRING cue}}}
821 lookup {{1912 1914}} {{type {GDM_STRING cue}}}
822 lookup {{2723 2725}} {{type {GDM_STRING cue}}}
823 lookup {{2885 2887}} {{type {GDM_STRING cue}}}
824 lookup {{3016 3018}} {{type {GDM_STRING cue}}}
825 lookup {{3284 3293}} {{type {GDM_STRING cue}}}
826 lookup {{3393 3395}} {{type {GDM_STRING cue}}}
827 lookup {{3712 3714}} {{type {GDM_STRING cue}}}

RawData::3837
Με επικοινωνιακά και επί της ουσίας ανεπαρκή μέτρα αντιδρά η κυβέρνηση στους κινδύνους τους οποίους εγκυμονεί η αυξημένη αιθαλομίχλη για τη δημόσια υγεία, ενώ αφήνει στο απυρόβλητο την υψηλή φορολογία στο πετρέλαιο θέρμανσης, φορολογία η οποία έχει καταστήσει το πετρέλαιο απλησίαστο για ευρεία λαϊκά στρώματα, εν μέσω ενός πολύ ψυχρού χειμώνα. Έτσι, ανακοινώνεται ότι τίθεται σε ισχύ Κοινή Υπουργική Απόφαση για την παροχή δωρεάν ρεύματος και τη λήψη μέτρων που θα ενεργοποιούνται με απόφαση του ΥΠΕΚΑ στην Αθήνα και των κατά τόπους περιφερειαρχών στην υπόλοιπη χώρα όταν τα σωματίδια ξεπερνούν τα 150 mg ανά κυβικό μέτρο αέρα - ποσοστό τριπλάσιο του ορίου ασφαλείας το οποίο καταγράφεται λίγες φορές τον χρόνο, καθώς αφορά καταστάσεις πλήρους ασφυξίας.
Στο απυρόβλητο ο φόρος για το πετρέλαιο θέρμανσης
Η απόφαση αφορά τους δικαιούχους κοινωνικού τιμολογίου της ΔΕΗ. Οι πολίτες αυτοί θα έχουν δωρεάν ρεύμα για τις διπλάσιες ημέρες για τις οποίες υπάρχει ανακοίνωση από το υπουργείο Περιβάλλοντος. Η Κοινή Υπουργική Απόφαση προβλέπει μεταξύ άλλων: συστάσεις προς ευπαθείς ομάδες πληθυσμού να αποφεύγουν την παραμονή σε εξωτερικούς χώρους και τη σωματική άσκηση, ιδίως σε περιοχές με αυξημένη κυκλοφορία, διακοπή λειτουργίας βρεφονηπιακών σταθμών και σχολείων, σύσταση για διακοπή χρήσης τζακιών, ρύθμιση του θερμοστάτη στους 18 βαθμούς για κεντρικές θερμάνσεις και κλείσιμο της κεντρικής θέρμανσης σε κτήρια του Δημοσίου, με εξαίρεση τα νοσοκομεία, περιορισμό της παραγωγής βιοτεχνικών και βιομηχανικών μονάδων κατά 30%. Επίσης, απαγόρευση κυκλοφορίας για πετρελαιοκίνητα οχήματα, σχολικά λεωφορεία και Ι.Χ. σε συγκεκριμένες περιοχές που θα ορίζονται κατά περίπτωση, με εξαίρεση τις βασικές οδικές αρτηρίες.
Με ξεχωριστή απόφαση του υπουργού ΠΕΚΑ Γ. Μανιάτη, οι δικαιούχοι του Κοινωνικού Οικιακού Τιμολογίου της ΔΕΗ θα έχουν δωρεάν ρεύμα για διπλάσιο αριθμό ημερών από τις ημέρες αυξημένης ρύπανσης προκειμένου να χρησιμοποιούν ηλεκτρικά συστήματα θέρμανσης αντί για σόμπες και τζάκια. Τέλος, με ξεχωριστή απόφαση του υφυπουργού Μάκη Παπαγεωργίου θεσπίζεται νέα κατηγορία κοινωνικού τιμολογίου, το Τιμολόγιο Υπηρεσιών Αλληλεγγύης, το οποίο θα προσφέρει ηλεκτρικό ρεύμα με έκπτωση 70% για τις κοινωνικές δομές της Εκκλησίας και δήμων.
